"edible","capshape","capsurface","capcolor","bruises","odor","gillattach","gillspace","gillsize","gillcolor","stalkshape","stalkroot","stalksurfabove","stalksurfbelow","stalkcolorabove","stalkcolorbelow","veiltype","veilcolor","ringnumber","ringtype","sporeprintcol","pop","habitat"
"edible","convex","scaly","w","bruises","anise","free","close","broad","brown","e","club","smooth","smooth","white","white","partial","white","one","pendant","brown","scattered","meadows"
"edible","flat","smooth","w","bruises","almond","free","crowded","narrow","brown","t","bulbous","smooth","smooth","white","white","partial","white","one","pendant","brown","several","woods"
"edible","convex","scaly","y","bruises","anise","free","close","broad","white","e","club","smooth","smooth","white","white","partial","white","one","pendant","brown","scattered","grasses"
"edible","bell","smooth","w","bruises","anise","free","close","broad","white","e","club","smooth","smooth","white","white","partial","white","one","pendant","black","scattered","grasses"
"edible","convex","smooth","w","bruises","almond","free","close","broad","gray","e","club","smooth","smooth","white","white","partial","white","one","pendant","black","numerous","grasses"
"edible","convex","fibrous","w","no","none","free","crowded","broad","chocolate","t","equal","fibrous","smooth","white","white","partial","white","one","evanescent","black","scattered","grasses"
"edible","flat","scaly","n","bruises","anise","free","close","broad","brown","e","rooted","smooth","scaly","white","white","partial","white","one","pendant","black","solitary","paths"
"poisonous","convex","smooth","w","bruises","pungent","free","close","narrow","black","e","equal","smooth","smooth","white","white","partial","white","one","pendant","brown","several","urban"
"edible","bell","smooth","w","bruises","almond","free","close","broad","brown","e","club","smooth","smooth","white","white","partial","white","one","pendant","brown","numerous","grasses"
"edible","bell","smooth","w","bruises","almond","free","close","broad","black","e","club","smooth","smooth","white","white","partial","white","one","pendant","black","scattered","meadows"
"edible","bell","scaly","w","bruises","anise","free","close","broad","brown","e","club","smooth","smooth","white","white","partial","white","one","pendant","brown","numerous","grasses"
"edible","bell","scaly","w","bruises","almond","free","close","broad","white","e","club","smooth","smooth","white","white","partial","white","one","pendant","black","numerous","grasses"
"edible","convex","smooth","y","bruises","almond","free","close","broad","white","e","club","smooth","smooth","white","white","partial","white","one","pendant","black","scattered","grasses"
"edible","bell","smooth","w","bruises","anise","free","close","broad","white","e","club","smooth","smooth","white","white","partial","white","one","pendant","black","numerous","meadows"
"edible","convex","fibrous","y","bruises","almond","free","crowded","narrow","brown","t","bulbous","smooth","smooth","white","white","partial","white","one","pendant","brown","several","woods"
"edible","convex","fibrous","g","no","none","free","close","narrow","brown","e","equal","smooth","smooth","white","white","partial","white","one","pendant","brown","solitary","urban"
"edible","flat","scaly","y","bruises","almond","free","close","broad","brown","e","rooted","smooth","scaly","white","white","partial","white","one","pendant","brown","scattered","grasses"
"edible","bell","smooth","w","bruises","anise","free","close","broad","brown","e","club","smooth","smooth","white","white","partial","white","one","pendant","black","numerous","meadows"
"edible","convex","smooth","y","bruises","almond","free","close","broad","gray","e","club","smooth","smooth","white","white","partial","white","one","pendant","black","scattered","grasses"
"edible","convex","scaly","y","bruises","almond","free","close","broad","black","e","club","smooth","smooth","white","white","partial","white","one","pendant","black","scattered","grasses"
"edible","convex","scaly","w","bruises","anise","free","close","broad","white","e","club","smooth","smooth","white","white","partial","white","one","pendant","brown","scattered","grasses"
"edible","sunken","fibrous","g","no","none","free","close","narrow","pink","e","equal","smooth","smooth","white","white","partial","white","one","pendant","brown","several","urban"
"edible","convex","smooth","w","bruises","almond","free","close","broad","brown","e","club","smooth","smooth","white","white","partial","white","one","pendant","brown","numerous","meadows"
"poisonous","convex","smooth","w","bruises","pungent","free","close","narrow","black","e","equal","smooth","smooth","white","white","partial","white","one","pendant","black","scattered","grasses"
"edible","convex","scaly","y","bruises","almond","free","close","broad","brown","e","rooted","smooth","scaly","white","white","partial","white","one","pendant","brown","scattered","grasses"
"edible","flat","fibrous","w","bruises","almond","free","crowded","narrow","pink","t","bulbous","smooth","smooth","white","white","partial","white","one","pendant","brown","several","woods"
"edible","convex","scaly","w","bruises","anise","free","close","broad","gray","e","club","smooth","smooth","white","white","partial","white","one","pendant","black","numerous","meadows"
"edible","bell","scaly","w","bruises","anise","free","close","broad","brown","e","club","smooth","smooth","white","white","partial","white","one","pendant","black","scattered","grasses"
"edible","convex","smooth","w","bruises","almond","free","close","broad","gray","e","club","smooth","smooth","white","white","partial","white","one","pendant","brown","numerous","grasses"
"edible","convex","smooth","y","bruises","almond","free","close","broad","gray","e","club","smooth","smooth","white","white","partial","white","one","pendant","brown","scattered","grasses"
"poisonous","convex","scaly","n","bruises","pungent","free","close","narrow","pink","e","equal","smooth","smooth","white","white","partial","white","one","pendant","black","several","urban"
"edible","bell","smooth","y","bruises","almond","free","close","broad","brown","e","club","smooth","smooth","white","white","partial","white","one","pendant","brown","numerous","grasses"
"edible","convex","fibrous","g","no","none","free","close","narrow","brown","e","equal","smooth","smooth","white","white","partial","white","one","pendant","black","solitary","urban"
"poisonous","convex","scaly","w","bruises","pungent","free","close","narrow","black","e","equal","smooth","smooth","white","white","partial","white","one","pendant","black","scattered","urban"
"edible","convex","scaly","y","bruises","anise","free","close","broad","brown","e","rooted","smooth","scaly","white","white","partial","white","one","pendant","brown","solitary","paths"
"edible","flat","fibrous","n","no","none","free","close","narrow","black","e","equal","smooth","smooth","white","white","partial","white","one","pendant","black","several","urban"
"edible","bell","smooth","w","bruises","anise","free","close","broad","black","e","club","smooth","smooth","white","white","partial","white","one","pendant","brown","numerous","grasses"
"edible","convex","fibrous","w","bruises","anise","free","crowded","narrow","white","t","bulbous","smooth","smooth","white","white","partial","white","one","pendant","brown","several","woods"
"edible","convex","scaly","w","bruises","anise","free","close","broad","white","e","club","smooth","smooth","white","white","partial","white","one","pendant","black","scattered","grasses"
"edible","bell","scaly","y","bruises","anise","free","close","broad","brown","e","club","smooth","smooth","white","white","partial","white","one","pendant","brown","scattered","grasses"
"edible","convex","scaly","y","bruises","anise","free","close","broad","brown","e","rooted","smooth","scaly","white","white","partial","white","one","pendant","black","scattered","grasses"
